   1.3500000e-01   1.9552716e+00   0.0000000e+00             NaN   7.8740160e-02   9.7619120e+00
   3.5499999e-01   3.9105432e+00   8.3333340e-05             NaN   2.3133737e-01   1.9523825e+01
   4.5500000e-01   3.9105432e+00   1.6666668e-04             NaN   2.9603857e-01   1.9523825e+01
   5.3500000e-01   5.8658147e+00   2.5000000e-04             NaN   3.4670085e-01   2.9285736e+01
   6.0999999e-01   7.8210864e+00   3.3333336e-04             NaN   3.8759690e-01   3.9047650e+01
   6.6999999e-01   7.8210864e+00   4.1666668e-04             NaN   4.2544100e-01   3.9047650e+01
   7.2500000e-01   9.7763580e+00   5.0000000e-04             NaN   4.5718121e-01   4.8809560e+01
   7.8000001e-01   9.7763580e+00   5.8333337e-04             NaN   4.9014223e-01   4.8809560e+01
   8.3500001e-01   1.0753993e+01   6.6666670e-04             NaN   5.2188240e-01   5.3690516e+01
   8.8000003e-01   1.1731629e+01   7.5000000e-04             NaN   5.4507720e-01   5.8571472e+01
   9.2499999e-01   1.3686901e+01   8.3333335e-04             NaN   5.6827200e-01   6.8333380e+01
   9.7000000e-01   1.5642173e+01   9.1666670e-04             NaN   5.9146680e-01   7.8095300e+01
   1.0150000e+00   1.5642173e+01   1.0000000e-03             NaN   6.1466150e-01   7.8095300e+01
   1.0550000e+00   1.5642173e+01   1.0833334e-03             NaN   6.3785630e-01   7.8095300e+01
   1.0950000e+00   1.8575080e+01   1.1666667e-03             NaN   6.6044072e-01   9.2738165e+01
   1.1350000e+00   1.8575080e+01   1.2500001e-03             NaN   6.7936278e-01   9.2738165e+01
   1.1750000e+00   2.0530350e+01   1.3333334e-03             NaN   6.9767440e-01   1.0250008e+02
   1.2100000e+00   2.1507986e+01   1.4166668e-03             NaN   7.1110296e-01   1.0738103e+02
   1.2400000e+00   2.3463259e+01   1.5000000e-03             NaN   7.2941464e-01   1.1714294e+02
   1.2750000e+00   2.3463259e+01   1.5833334e-03             NaN   7.4406398e-01   1.1714294e+02
   1.3150000e+00   2.5418531e+01   1.6666667e-03             NaN   7.6237565e-01   1.2690487e+02
   1.3450000e+00   2.5418531e+01   1.7500000e-03             NaN   7.8068728e-01   1.2690487e+02
   1.3750000e+00   2.6396166e+01   1.8333334e-03             NaN   7.9411584e-01   1.3178582e+02
   1.4099999e+00   2.7373802e+01   1.9166667e-03             NaN   8.0388206e-01   1.3666676e+02
   1.4400000e+00   2.9329075e+01   2.0000000e-03             NaN   8.2219374e-01   1.4642868e+02
   1.4700000e+00   3.1284346e+01   2.0833334e-03             NaN   8.3195996e-01   1.5619060e+02
   1.5000000e+00   3.1284346e+01   2.1666668e-03             NaN   8.5027164e-01   1.5619060e+02
   1.5299999e+00   3.3239616e+01   2.2500001e-03             NaN   8.5881704e-01   1.6595251e+02
   1.5600000e+00   3.3239616e+01   2.3333335e-03             NaN   8.6858326e-01   1.6595251e+02
   1.5900000e+00   3.3239616e+01   2.4166666e-03             NaN   8.8689494e-01   1.6595251e+02
   1.6200000e+00   3.7150158e+01   2.5000002e-03             NaN   8.9666116e-01   1.8547632e+02
   1.6500000e+00   3.7150158e+01   2.5833333e-03             NaN   9.1497284e-01   1.8547632e+02
   1.6800000e+00   3.9105430e+01   2.6666669e-03             NaN   9.2351830e-01   1.9523824e+02
   1.7050000e+00   4.1060703e+01   2.7500000e-03             NaN   9.3328450e-01   2.0500015e+02
   1.7300000e+00   4.1060703e+01   2.8333336e-03             NaN   9.4182990e-01   2.0500015e+02
   1.7600000e+00   4.3015972e+01   2.9166667e-03             NaN   9.5159614e-01   2.1476207e+02
   1.7900001e+00   4.3015972e+01   3.0000000e-03             NaN   9.6990780e-01   2.1476207e+02
   1.8150000e+00   4.4971245e+01   3.0833334e-03             NaN   9.7479092e-01   2.2452397e+02
   1.8400000e+00   4.6926517e+01   3.1666667e-03             NaN   9.8821950e-01   2.3428589e+02
   1.8650000e+00   4.6926517e+01   3.2500000e-03             NaN   9.9310260e-01   2.3428589e+02
   1.8900000e+00   4.8881786e+01   3.3333334e-03             NaN   1.0065311e+00   2.4404780e+02
   1.9150000e+00   5.0837063e+01   3.4166668e-03             NaN   1.0114142e+00   2.5380974e+02
   1.9400000e+00   5.0837063e+01   3.5000000e-03             NaN   1.0260636e+00   2.5380974e+02
   1.9650000e+00   5.2792336e+01   3.5833335e-03             NaN   1.0303364e+00   2.6357162e+02
   1.9900000e+00   5.4747604e+01   3.6666668e-03             NaN   1.0443753e+00   2.7333353e+02
   2.0150001e+00   5.4747604e+01   3.7500001e-03             NaN   1.0486480e+00   2.7333353e+02
   2.0400001e+00   5.6702877e+01   3.8333335e-03             NaN   1.0626869e+00   2.8309546e+02
   2.0650000e+00   5.8658150e+01   3.9166670e-03             NaN   1.0669596e+00   2.9285736e+02
   2.0900000e+00   5.8658150e+01   4.0000000e-03             NaN   1.0809985e+00   2.9285736e+02
   2.1100000e+00   6.0613420e+01   4.0833335e-03             NaN   1.0809985e+00   3.0261930e+02
   2.1300000e+00   6.2568690e+01   4.1666670e-03             NaN   1.0907648e+00   3.1238120e+02
   2.1549999e+00   6.2568690e+01   4.2500000e-03             NaN   1.0993103e+00   3.1238120e+02
   2.1799999e+00   6.2568690e+01   4.3333336e-03             NaN   1.1090765e+00   3.1238120e+02
   2.2049999e+00   6.6479230e+01   4.4166670e-03             NaN   1.1176219e+00   3.3190503e+02
   2.2300001e+00   6.6479230e+01   4.5000003e-03             NaN   1.1273881e+00   3.3190503e+02
   2.2500001e+00   6.8434500e+01   4.5833336e-03             NaN   1.1359336e+00   3.4166693e+02
   2.2700001e+00   7.0389780e+01   4.6666670e-03             NaN   1.1359336e+00   3.5142883e+02
   2.2950001e+00   7.0389780e+01   4.7500003e-03             NaN   1.1505830e+00   3.5142883e+02
   2.3200000e+00   7.4300316e+01   4.8333330e-03             NaN   1.1554661e+00   3.7095264e+02
   2.3400000e+00   7.4300316e+01   4.9166665e-03             NaN   1.1640115e+00   3.7095264e+02
   2.3600000e+00   7.4300316e+01   5.0000004e-03             NaN   1.1640115e+00   3.7095264e+02
   2.3850000e+00   7.6255590e+01   5.0833337e-03             NaN   1.1780504e+00   3.8071457e+02
   2.4099999e+00   7.8210860e+01   5.1666666e-03             NaN   1.1823231e+00   3.9047647e+02
   2.4299999e+00   8.0166140e+01   5.2500000e-03             NaN   1.1920893e+00   4.0023840e+02
   2.4499999e+00   8.0166140e+01   5.3333337e-03             NaN   1.2006348e+00   4.0023840e+02
   2.4699999e+00   8.2121410e+01   5.4166670e-03             NaN   1.2006348e+00   4.1000030e+02
   2.4900001e+00   8.4076680e+01   5.5000000e-03             NaN   1.2104010e+00   4.1976224e+02
   2.5150001e+00   8.4076680e+01   5.5833333e-03             NaN   1.2152842e+00   4.1976224e+02
   2.5400001e+00   8.6031944e+01   5.6666670e-03             NaN   1.2287127e+00   4.2952414e+02
   2.5600000e+00   8.7987220e+01   5.7500005e-03             NaN   1.2287127e+00   4.3928607e+02
   2.5800000e+00   8.9942490e+01   5.8333334e-03             NaN   1.2384789e+00   4.4904794e+02
